Date,MONTH,Product,Category,Sales Representative,City,No. of Units,Price,Amount
08-02-2021,February,Dell XPS 13,Headphone,Kate,Mumbai,35,345,12075
07-02-2021,February,iPhone 11 Pro,Headphone,Giana,Delhi,20,1891,37820
02-04-2021,April,Apple AirPods Pro,Phone,Kate,Mumbai,14,1688,23632
08-06-2021,June,iPhone 11 Pro,Headphone,Tara,Mumbai,30,280,8400
18-06-2021,June,iPhone 11 Pro,Laptop,Tara,Bangalore,2,998,1996
09-03-2021,March,Dell XPS 13,Phone,Bruce,Mumbai,27,1094,29538
19-02-2021,February,HP Envy x360,Laptop,Aryan,Bangalore,48,1735,83280
21-10-2021,October,iPhone 11 Pro,Laptop,Giana,Cochin,41,696,28536
16-02-2021,February,HP Envy x360,Laptop,Giana,Mumbai,33,1452,47916
17-12-2021,December,HP Envy x360,Laptop,Aryan,Bangalore,22,147,3234
04-05-2021,May,OnePlus Buds,Phone,Bruce,Mumbai,38,1903,72314
01-03-2021,March,iPhone 11 Pro,Phone,Asif,Delhi,46,1884,86664
23-11-2021,November,HP Envy x360,Laptop,Giana,Mumbai,19,1653,31407
27-07-2021,July,OnePlus Buds,Phone,Kate,Cochin,7,1452,10164
05-10-2021,October,OnePlus Buds,Phone,Giana,Delhi,38,1080,41040
09-11-2021,November,HP Envy x360,Headphone,Kate,Bangalore,30,697,20910
01-11-2021,November,Apple AirPods Pro,Phone,Giana,Bangalore,37,1088,40256
19-04-2021,April,HP Envy x360,Laptop,Kate,Delhi,20,748,14960
15-05-2021,May,Apple AirPods Pro,Phone,Aryan,Mumbai,39,1210,47190
02-04-2021,April,HP Envy x360,Headphone,Bruce,Mumbai,31,1487,46097
08-11-2021,November,iPhone 11 Pro,Laptop,Bruce,Cochin,37,1642,60754
09-04-2021,April,Apple AirPods Pro,Headphone,Krish,Cochin,1,579,579
12-04-2021,April,OnePlus Buds,Headphone,Asif,Delhi,21,299,6279
10-12-2021,December,OnePlus Buds,Phone,Bruce,Delhi,14,1209,16926
11-02-2021,February,iPhone 11 Pro,Laptop,Aryan,Mumbai,17,1858,31586
16-09-2021,September,HP Envy x360,Headphone,Aryan,Cochin,1,600,600
25-10-2021,October,Dell XPS 13,Phone,Giana,Bangalore,45,1208,54360
23-04-2021,April,OnePlus Buds,Laptop,Bruce,Bangalore,25,195,4875
30-07-2021,July,OnePlus Buds,Phone,Tara,Delhi,16,989,15824
11-04-2021,April,Apple AirPods Pro,Phone,Asif,Bangalore,23,1060,24380
24-04-2021,April,Dell XPS 13,Laptop,Bruce,Bangalore,4,663,2652
05-03-2021,March,HP Envy x360,Laptop,Kate,Mumbai,34,1076,36584
03-11-2021,November,Dell XPS 13,Headphone,Krish,Mumbai,18,1411,25398
05-05-2021,May,Dell XPS 13,Headphone,Krish,Delhi,14,1348,18872
22-10-2021,October,iPhone 11 Pro,Laptop,Aryan,Cochin,50,546,27300
27-04-2021,April,OnePlus Buds,Headphone,Asif,Bangalore,8,889,7112
28-09-2021,September,Apple AirPods Pro,Laptop,Krish,Delhi,44,1472,64768
01-01-2022,January,Apple AirPods Pro,Laptop,Giana,Mumbai,23,408,9384
21-04-2021,April,iPhone 11 Pro,Headphone,Kate,Cochin,44,738,32472
23-03-2021,March,Apple AirPods Pro,Headphone,Asif,Bangalore,45,1413,63585
23-03-2021,March,Dell XPS 13,Headphone,Tara,Bangalore,43,148,6364
13-10-2021,October,HP Envy x360,Laptop,Tara,Bangalore,25,872,21800
29-07-2021,July,OnePlus Buds,Laptop,Kate,Mumbai,21,298,6258
02-05-2021,May,Apple AirPods Pro,Phone,Tara,Cochin,1,1842,1842
02-02-2021,February,Dell XPS 13,Laptop,Bruce,Mumbai,25,1683,42075
21-11-2021,November,Apple AirPods Pro,Phone,Giana,Bangalore,24,214,5136
02-02-2021,February,Apple AirPods Pro,Laptop,Kate,Mumbai,44,1514,66616
11-08-2021,August,OnePlus Buds,Headphone,Kate,Delhi,33,145,4785
04-07-2021,July,Dell XPS 13,Laptop,Tara,Bangalore,44,869,38236
17-04-2021,April,HP Envy x360,Laptop,Aryan,Cochin,18,1324,23832
09-08-2021,August,OnePlus Buds,Headphone,Giana,Bangalore,33,1465,48345
11-11-2021,November,Apple AirPods Pro,Headphone,Krish,Delhi,19,1261,23959
20-08-2021,August,Apple AirPods Pro,Phone,Krish,Bangalore,30,1518,45540
13-05-2021,May,iPhone 11 Pro,Laptop,Bruce,Cochin,20,833,16660
12-11-2021,November,HP Envy x360,Phone,Asif,Bangalore,24,1957,46968
17-01-2021,January,iPhone 11 Pro,Headphone,Kate,Bangalore,33,612,20196
09-11-2021,November,OnePlus Buds,Phone,Bruce,Delhi,19,1826,34694
03-06-2021,June,Dell XPS 13,Laptop,Asif,Mumbai,14,685,9590
12-02-2021,February,Apple AirPods Pro,Headphone,Giana,Mumbai,50,192,9600
14-12-2021,December,OnePlus Buds,Phone,Krish,Bangalore,24,160,3840
20-05-2021,May,iPhone 11 Pro,Laptop,Asif,Mumbai,24,639,15336
22-03-2021,March,iPhone 11 Pro,Laptop,Tara,Delhi,26,433,11258
08-12-2021,December,Apple AirPods Pro,Headphone,Aryan,Cochin,5,1650,8250
23-10-2021,October,Dell XPS 13,Laptop,Tara,Bangalore,24,1477,35448
10-12-2021,December,Apple AirPods Pro,Phone,Aryan,Mumbai,33,865,28545
04-06-2021,June,Apple AirPods Pro,Headphone,Bruce,Bangalore,24,125,3000
14-08-2021,August,OnePlus Buds,Phone,Giana,Mumbai,4,1750,7000
05-12-2021,December,Dell XPS 13,Phone,Bruce,Cochin,48,1275,61200
15-09-2021,September,Dell XPS 13,Phone,Krish,Bangalore,23,1385,31855
04-06-2021,June,iPhone 11 Pro,Laptop,Aryan,Bangalore,2,1346,2692
29-04-2021,April,HP Envy x360,Headphone,Krish,Cochin,2,157,314
21-09-2021,September,Dell XPS 13,Phone,Kate,Bangalore,8,175,1400
29-04-2021,April,OnePlus Buds,Phone,Tara,Delhi,33,1737,57321
27-06-2021,June,Dell XPS 13,Phone,Tara,Delhi,45,1061,47745
14-08-2021,August,HP Envy x360,Laptop,Kate,Mumbai,40,472,18880
04-05-2021,May,HP Envy x360,Phone,Kate,Bangalore,40,1712,68480
26-02-2021,February,OnePlus Buds,Laptop,Tara,Delhi,38,1942,73796
14-01-2021,January,HP Envy x360,Laptop,Giana,Delhi,23,1483,34109
10-01-2021,January,HP Envy x360,Headphone,Bruce,Bangalore,41,1872,76752
30-11-2021,November,HP Envy x360,Headphone,Kate,Cochin,24,1101,26424
14-10-2021,October,Apple AirPods Pro,Headphone,Bruce,Mumbai,50,143,7150
31-05-2021,May,OnePlus Buds,Laptop,Asif,Delhi,41,832,34112
02-12-2021,December,Dell XPS 13,Phone,Krish,Mumbai,37,1898,70226
30-05-2021,May,Dell XPS 13,Laptop,Tara,Cochin,47,245,11515
18-10-2021,October,OnePlus Buds,Headphone,Kate,Cochin,41,566,23206
12-02-2021,February,HP Envy x360,Laptop,Tara,Mumbai,21,1105,23205
06-01-2021,January,iPhone 11 Pro,Headphone,Bruce,Delhi,49,1291,63259
20-04-2021,April,Dell XPS 13,Phone,Asif,Mumbai,20,1716,34320
07-01-2021,January,Apple AirPods Pro,Headphone,Aryan,Delhi,45,1069,48105
23-07-2021,July,OnePlus Buds,Headphone,Kate,Delhi,23,1447,33281
10-09-2021,September,Apple AirPods Pro,Phone,Kate,Bangalore,19,1378,26182
28-11-2021,November,OnePlus Buds,Phone,Krish,Mumbai,30,1826,54780
07-09-2021,September,OnePlus Buds,Phone,Kate,Bangalore,50,372,18600
27-03-2021,March,OnePlus Buds,Phone,Bruce,Delhi,43,713,30659
05-03-2021,March,Apple AirPods Pro,Headphone,Tara,Cochin,21,1023,21483
12-08-2021,August,Apple AirPods Pro,Laptop,Bruce,Cochin,21,854,17934
06-07-2021,July,HP Envy x360,Laptop,Kate,Bangalore,16,207,3312
12-11-2021,November,OnePlus Buds,Phone,Tara,Delhi,15,1960,29400
27-06-2021,June,iPhone 11 Pro,Phone,Bruce,Mumbai,15,1649,24735
19-04-2021,April,HP Envy x360,Laptop,Aryan,Delhi,45,986,44370
31-10-2021,October,iPhone 11 Pro,Laptop,Asif,Mumbai,3,919,2757
22-10-2021,October,Apple AirPods Pro,Headphone,Aryan,Mumbai,40,708,28320
20-03-2021,March,Dell XPS 13,Laptop,Giana,Bangalore,26,169,4394
21-09-2021,September,OnePlus Buds,Headphone,Krish,Delhi,18,554,9972
13-03-2021,March,OnePlus Buds,Laptop,Tara,Delhi,28,627,17556
24-05-2021,May,OnePlus Buds,Phone,Tara,Mumbai,41,110,4510
12-09-2021,September,iPhone 11 Pro,Phone,Aryan,Bangalore,48,1820,87360
02-05-2021,May,Apple AirPods Pro,Headphone,Tara,Bangalore,36,938,33768
10-03-2021,March,iPhone 11 Pro,Headphone,Bruce,Bangalore,28,221,6188
02-09-2021,September,iPhone 11 Pro,Laptop,Asif,Bangalore,19,670,12730
04-09-2021,September,HP Envy x360,Headphone,Kate,Cochin,1,1763,1763
07-10-2021,October,iPhone 11 Pro,Laptop,Tara,Delhi,41,1066,43706
21-05-2021,May,Dell XPS 13,Headphone,Asif,Mumbai,43,457,19651
29-01-2021,January,OnePlus Buds,Phone,Bruce,Delhi,12,1258,15096
29-04-2021,April,OnePlus Buds,Headphone,Krish,Cochin,4,117,468
22-06-2021,June,HP Envy x360,Laptop,Tara,Delhi,31,520,16120
09-01-2021,January,HP Envy x360,Phone,Bruce,Cochin,12,138,1656
09-05-2021,May,HP Envy x360,Headphone,Bruce,Delhi,15,877,13155
07-01-2021,January,OnePlus Buds,Headphone,Tara,Bangalore,49,1332,65268
14-11-2021,November,OnePlus Buds,Headphone,Krish,Bangalore,43,105,4515
10-11-2021,November,Dell XPS 13,Headphone,Asif,Mumbai,18,992,17856
13-04-2021,April,OnePlus Buds,Laptop,Aryan,Delhi,12,1179,14148
29-03-2021,March,Dell XPS 13,Laptop,Giana,Cochin,38,866,32908
10-11-2021,November,Apple AirPods Pro,Phone,Krish,Mumbai,11,1264,13904
